Fichier,Nombre de lignes de code,Densité de commentaires,Nombre de fonctions,Couplage Élevé,Méthode Longue,Spaghetti Code,Message Chains,Large Class
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\KNOWNBUG,15,0.0,0,0,0,0,15,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\libpng-1.2.29.txt,2362,0.0029635901778154107,1,0,1,1,2364,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\libpng.3,2894,0.0027643400138217,1,0,1,1,2896,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\libpngpf.3,143,0.0,0,0,1,0,144,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\LICENSE,81,0.0,0,0,1,0,81,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\png.5,68,0.0,0,0,1,0,69,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\png.c,714,0.16806722689075632,26,0,1,0,744,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\png.h,3106,0.29974243399871214,100,0,1,1,3238,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngbar.jpg,15,0.0,0,0,0,0,78,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngbar.png,25,0.0,0,0,1,0,78,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngconf.h,1338,0.6920777279521674,64,0,1,0,1583,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngerror.c,319,0.13793103448275862,13,0,1,0,335,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pnggccrd.c,87,0.12643678160919541,0,0,1,0,88,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngget.c,837,0.1135005973715651,11,0,1,0,849,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngmem.c,533,0.14821763602251406,22,0,1,0,555,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngnow.png,13,0.0,0,0,0,0,106,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngpread.c,1449,0.0904071773636991,12,0,1,1,1461,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngread.c,1346,0.24294205052005943,47,0,1,1,1399,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngrio.c,152,0.16447368421052633,1,0,1,0,153,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngrtran.c,3991,0.06639939864695565,5,0,1,1,3999,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngrutil.c,2814,0.08386638237384506,47,0,1,1,2868,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngset.c,1147,0.12816041848299914,38,0,1,0,1188,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngtest.c,1438,0.20375521557719053,49,0,1,1,1497,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngtest.png,64,0.0,0,0,1,0,224,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngtrans.c,619,0.0840064620355412,0,0,1,0,619,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngvcrd.c,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngwio.c,216,0.18981481481481483,2,0,1,0,218,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngwrite.c,1391,0.1710999281092739,35,0,1,1,1433,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngwtran.c,534,0.08426966292134831,1,0,1,0,535,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngwutil.c,2488,0.079983922829582,46,0,1,1,2537,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\README,236,0.0,1,0,1,0,238,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\TODO,22,0.0,0,0,1,0,23,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\Y2KINFO,41,0.0,0,0,1,0,42,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\netware.txt,4,0.0,0,0,0,0,5,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\wince.txt,4,0.0,0,0,0,0,5,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\beos\x86-shared.proj,110,0.0,0,0,1,0,182,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\beos\x86-shared.txt,13,0.0,0,0,0,0,14,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\beos\x86-static.proj,105,0.0,0,0,1,0,171,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\beos\x86-static.txt,13,0.0,0,0,0,0,14,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\cbuilder5\libpng.bpf,19,0.0,0,0,0,0,20,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\cbuilder5\libpng.bpg,20,0.25,1,0,0,0,22,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\cbuilder5\libpng.bpr,147,0.0,1,0,1,0,149,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\cbuilder5\libpng.cpp,26,0.038461538461538464,0,0,1,0,27,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\cbuilder5\libpng.readme.txt,16,0.0,0,0,0,0,17,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\cbuilder5\libpngstat.bpf,18,0.05555555555555555,0,0,0,0,19,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\cbuilder5\libpngstat.bpr,98,0.0,0,0,1,0,99,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\cbuilder5\zlib.readme.txt,11,0.0,0,0,0,0,12,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\visualc6\libpng.dsp,393,0.6997455470737913,0,0,1,0,394,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\visualc6\libpng.dsw,40,0.15,0,0,1,0,41,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\visualc6\pngtest.dsp,289,0.7162629757785467,0,0,1,0,290,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\visualc6\README.txt,39,0.0,0,0,1,0,40,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\visualc71\libpng.sln,87,0.0,0,0,1,0,88,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\visualc71\libpng.vcproj,701,0.0,0,0,1,0,702,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\visualc71\pngtest.vcproj,458,0.0,0,0,1,0,459,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\visualc71\PRJ0041.mak,18,0.05555555555555555,0,0,0,0,19,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\visualc71\README.txt,42,0.0,0,0,1,0,43,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\visualc71\README_zlib.txt,30,0.0,0,0,1,0,31,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\visualc71\zlib.vcproj,669,0.0,0,0,1,0,670,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\CMakeLists.txt,176,0.18181818181818182,0,0,1,0,177,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\descrip.mms,36,0.027777777777777776,1,0,1,0,37,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\libpng-config-body.in,75,0.0,0,0,1,0,75,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\libpng-config-head.in,15,0.3333333333333333,0,0,0,0,16,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\libpng-config.in,97,0.05154639175257732,0,0,1,0,98,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\libpng.icc,41,0.0,0,0,1,0,42,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\libpng.pc-configure.in,8,0.0,0,0,0,0,9,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\libpng.pc.in,8,0.0,0,0,0,0,9,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.32sunu,214,0.1261682242990654,0,0,1,0,215,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.64sunu,214,0.1261682242990654,0,0,1,0,215,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.acorn,37,0.1891891891891892,0,0,1,0,38,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.aix,95,0.18947368421052632,0,0,1,0,96,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.amiga,42,0.40476190476190477,0,0,1,0,43,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.atari,43,0.3488372093023256,0,0,1,0,44,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.bc32,119,0.226890756302521,2,0,1,0,123,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.beos,190,0.14210526315789473,0,0,1,0,191,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.bor,125,0.224,3,0,1,0,130,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.cygwin,243,0.18518518518518517,2,0,1,0,247,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.darwin,196,0.1326530612244898,0,0,1,0,197,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.dec,181,0.12154696132596685,0,0,1,0,182,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.dj2,43,0.13953488372093023,0,0,1,0,44,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.elf,229,0.13973799126637554,0,0,1,0,230,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.freebsd,37,0.08108108108108109,0,0,1,0,38,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.gcc,63,0.15873015873015872,0,0,1,0,64,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.gcmmx,226,0.18584070796460178,0,0,1,0,227,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.hp64,197,0.14213197969543148,0,0,1,0,198,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.hpgcc,202,0.15841584158415842,0,0,1,0,203,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.hpux,195,0.14358974358974358,0,0,1,0,196,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.ibmc,57,0.22807017543859648,0,0,1,0,58,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.intel,67,0.22388059701492538,0,0,1,0,68,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.knr,81,0.24691358024691357,0,0,1,0,82,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.linux,206,0.13106796116504854,0,0,1,0,207,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.mingw,236,0.1906779661016949,2,0,1,0,239,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.mips,68,0.22058823529411764,0,0,1,0,69,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.msc,60,0.13333333333333333,0,0,1,0,61,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.ne12bsd,34,0.35294117647058826,0,0,1,0,35,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.netbsd,34,0.35294117647058826,0,0,1,0,35,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.nommx,209,0.1339712918660287,0,0,1,0,210,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.openbsd,58,0.05172413793103448,0,0,1,0,59,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.os2,51,0.0784313725490196,0,0,1,0,52,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.sco,191,0.13089005235602094,0,0,1,0,192,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.sggcc,204,0.14215686274509803,0,0,1,0,205,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.sgi,207,0.1497584541062802,0,0,1,0,208,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.so9,213,0.15492957746478872,0,0,1,0,214,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.solaris,210,0.12857142857142856,0,0,1,0,211,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.solaris-x86,209,0.1291866028708134,0,0,1,0,210,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.std,75,0.21333333333333335,0,0,1,0,76,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.sunos,78,0.20512820512820512,0,0,1,0,79,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.tc3,62,0.0967741935483871,0,0,1,0,63,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.vcawin32,70,0.18571428571428572,0,0,1,0,71,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.vcwin32,70,0.18571428571428572,0,0,1,0,71,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.watcom,71,0.23943661971830985,0,0,1,0,72,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makevms.com,143,0.0,1,0,1,0,147,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\pngos2.def,243,0.0,0,0,1,0,244,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\pngw32.def,235,0.0,0,0,1,0,236,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\pngw32.rc,99,0.6464646464646465,6,0,1,0,114,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\SCOPTIONS.ppc,6,0.0,0,0,0,0,7,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\smakefile.ppc,24,0.125,0,0,1,0,25,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\adler32.c,133,0.12030075187969924,1,0,1,0,135,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\algorithm.txt,168,0.0,0,0,1,0,169,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\ChangeLog,801,0.0,5,0,1,0,806,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\CMakeLists.txt,9,0.0,0,0,0,0,10,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\compress.c,67,0.05970149253731343,1,0,1,0,69,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\configure,410,0.1048780487804878,1,0,1,0,412,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\crc32.c,366,0.16120218579234974,16,0,1,0,387,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\crc32.h,439,0.004555808656036446,0,0,1,0,441,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\deflate.c,1547,0.057530704589528116,27,0,1,1,1579,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\deflate.h,269,0.15613382899628253,6,0,1,0,282,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\example.c,466,0.032188841201716736,2,0,1,0,469,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\FAQ,238,0.0,0,0,1,0,238,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\gzio.c,893,0.08174692049272117,14,0,1,0,915,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\INDEX,45,0.0,0,0,1,0,46,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\infback.c,572,0.03496503496503497,2,0,1,0,575,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\inffast.c,300,0.06333333333333334,5,0,1,0,306,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\inffast.h,8,0.0,0,0,0,0,9,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\inffixed.h,90,0.0,0,0,1,0,91,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\inflate.c,1286,0.04121306376360809,15,0,1,1,1303,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\inflate.h,107,0.028037383177570093,2,0,1,0,110,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\inftrees.c,294,0.01020408163265306,0,0,1,0,295,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\inftrees.h,48,0.041666666666666664,2,0,1,0,51,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\Makefile,126,0.16666666666666666,0,0,1,0,127,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\Makefile.in,126,0.16666666666666666,0,0,1,0,127,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\make_vms.com,451,0.008869179600886918,0,0,1,0,452,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\minigzip.c,275,0.1781818181818182,8,0,1,0,286,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\README,90,0.0,0,0,1,0,91,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\trees.c,1067,0.06560449859418932,19,0,1,0,1089,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\trees.h,120,0.0,0,0,1,0,121,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\uncompr.c,50,0.04,0,0,1,0,51,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\zconf.h,302,0.7880794701986755,18,0,1,0,356,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\zconf.in.h,302,0.7880794701986755,18,0,1,0,356,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\zlib.3,158,0.0,0,0,1,0,159,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\zlib.h,1152,0.052083333333333336,9,0,1,1,1167,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\zutil.c,270,0.23703703703703705,8,0,1,0,296,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\zutil.h,229,0.7685589519650655,14,0,1,0,266,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\examples\fitblk.c,205,0.03902439024390244,2,0,1,0,208,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\examples\gun.c,633,0.023696682464454975,0,0,1,0,634,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\examples\gzappend.c,437,0.02517162471395881,1,0,1,0,439,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\examples\gzjoin.c,384,0.020833333333333332,1,0,1,0,386,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\examples\gzlog.c,362,0.03867403314917127,1,0,1,0,364,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\examples\gzlog.h,48,0.0,0,0,1,0,49,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\examples\README.examples,33,0.0,0,0,1,0,34,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\examples\zlib_how.html,518,0.009652509652509652,0,0,1,0,519,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\examples\zpipe.c,170,0.029411764705882353,0,0,1,0,171,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\examples\zran.c,363,0.02203856749311295,0,0,1,0,364,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\projects\README.projects,30,0.0,0,0,1,0,31,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\projects\visualc6\example.dsp,250,0.792,0,0,1,0,251,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\projects\visualc6\minigzip.dsp,250,0.792,0,0,1,0,251,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\projects\visualc6\README.txt,48,0.0,0,0,1,0,49,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\projects\visualc6\zlib.dsp,470,0.6361702127659574,0,0,1,0,471,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\projects\visualc6\zlib.dsw,40,0.15,0,0,1,0,41,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\win32\DLL_FAQ.txt,306,0.0,0,0,1,0,306,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\win32\Makefile.bor,74,0.2702702702702703,0,0,1,0,75,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\win32\Makefile.emx,50,0.24,0,0,1,0,51,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\win32\Makefile.gcc,107,0.22429906542056074,2,0,1,0,110,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\win32\Makefile.msc,88,0.19318181818181818,2,0,1,0,91,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\win32\VisualC.txt,2,0.0,0,0,0,0,2,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\win32\zlib.def,58,0.0,0,0,1,0,59,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\win32\zlib1.rc,37,0.16216216216216217,1,0,1,0,40,0
C:/Users/norhe/pfaa\CoolReader\tinydict\AUTHORS,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\CoolReader\tinydict\CMakeLists.txt,3,0.0,0,0,0,0,4,0
C:/Users/norhe/pfaa\CoolReader\tinydict\COPYING,280,0.0,0,0,1,0,281,1
C:/Users/norhe/pfaa\CoolReader\tinydict\NEWS,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\CoolReader\tinydict\README,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\CoolReader\tinydict\tinydict.cpp,889,0.006749156355455568,2,0,1,0,892,1
C:/Users/norhe/pfaa\CoolReader\tinydict\tinydict.h,175,0.05142857142857143,1,0,1,0,177,1
C:/Users/norhe/pfaa\CoolReader\tools\FindGettext.cmake,154,0.3246753246753247,0,0,1,0,155,1
C:/Users/norhe/pfaa\CoolReader\tools\KWWidgetsGettextExtract.cmake,60,0.43333333333333335,0,0,1,0,61,0
C:/Users/norhe/pfaa\CoolReader\tools\KWWidgetsGettextInitOrMerge.cmake,112,0.4375,0,0,1,0,113,0
C:/Users/norhe/pfaa\CoolReader\tools\KWWidgetsInternationalizationMacros.cmake,586,0.4061433447098976,0,0,1,0,587,1
C:/Users/norhe/pfaa\CoolReader\tools\toolchain-arm-ip-linux-gnueabi.cmake,14,0.42857142857142855,0,0,0,0,15,0
C:/Users/norhe/pfaa\CoolReader\tools\toolchain-arm-linux-gnueabi.cmake,15,0.4,0,0,0,0,16,0
C:/Users/norhe/pfaa\CoolReader\tools\toolchain-arm-v3.cmake,15,0.4,0,0,0,0,16,0
C:/Users/norhe/pfaa\CoolReader\tools\toolchain-arm-v5.cmake,15,0.4,0,0,0,0,16,0
C:/Users/norhe/pfaa\CoolReader\tools\toolchain-mipsel-ip-linux-gnueabi.cmake,14,0.42857142857142855,0,0,0,0,15,0
C:/Users/norhe/pfaa\Find-Job\.gitignore,14,0.0,0,0,0,0,15,0
C:/Users/norhe/pfaa\Find-Job\build.gradle.kts,8,0.0,0,0,0,0,9,0
C:/Users/norhe/pfaa\Find-Job\gradle.properties,20,0.85,0,0,0,0,21,0
C:/Users/norhe/pfaa\Find-Job\gradlew,161,0.2236024844720497,0,0,1,0,162,1
C:/Users/norhe/pfaa\Find-Job\gradlew.bat,67,0.0,0,0,1,0,68,0
C:/Users/norhe/pfaa\Find-Job\settings.gradle.kts,15,0.0,0,0,0,0,16,0
C:/Users/norhe/pfaa\Find-Job\.git\config,11,0.0,0,0,0,0,12,0
C:/Users/norhe/pfaa\Find-Job\.git\description,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Find-Job\.git\HEAD,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Find-Job\.git\index,80,0.0,0,0,1,0,449,0
C:/Users/norhe/pfaa\Find-Job\.git\packed-refs,1,0.0,0,0,0,0,2,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\applypatch-msg.sample,13,0.6923076923076923,0,0,0,0,14,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\commit-msg.sample,20,0.75,0,0,0,0,21,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\fsmonitor-watchman.sample,142,0.29577464788732394,0,0,1,0,143,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\post-update.sample,6,0.8333333333333334,0,0,0,0,7,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\pre-applypatch.sample,12,0.6666666666666666,0,0,0,0,13,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\pre-commit.sample,39,0.4358974358974359,0,0,1,0,40,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\pre-merge-commit.sample,11,0.6363636363636364,0,0,0,0,12,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\pre-push.sample,46,0.4782608695652174,0,0,1,0,47,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\pre-rebase.sample,137,0.145985401459854,1,0,1,0,139,1
C:/Users/norhe/pfaa\Find-Job\.git\hooks\pre-receive.sample,22,0.2727272727272727,0,0,0,0,23,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\prepare-commit-msg.sample,36,0.8888888888888888,0,0,0,0,37,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\push-to-checkout.sample,68,0.6029411764705882,0,0,1,0,69,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\sendemail-validate.sample,67,0.417910447761194,0,0,1,0,68,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\update.sample,119,0.3277310924369748,0,0,1,0,120,0
C:/Users/norhe/pfaa\Find-Job\.git\info\exclude,5,1.0,0,0,0,0,6,0
C:/Users/norhe/pfaa\Find-Job\.git\logs\HEAD,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Find-Job\.git\logs\refs\heads\main,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Find-Job\.git\logs\refs\remotes\origin\HEAD,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Find-Job\.git\objects\pack\pack-cbf6aebf8b0d0bf98d8e55ba914faa7cb79ace70.idx,30,0.0,0,0,1,0,134,0
C:/Users/norhe/pfaa\Find-Job\.git\objects\pack\pack-cbf6aebf8b0d0bf98d8e55ba914faa7cb79ace70.pack,35061,0.0038504321040472318,0,0,1,1,143796,1
C:/Users/norhe/pfaa\Find-Job\.git\objects\pack\pack-cbf6aebf8b0d0bf98d8e55ba914faa7cb79ace70.rev,2,0.0,0,0,0,0,10,0
C:/Users/norhe/pfaa\Find-Job\.git\refs\heads\main,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Find-Job\.git\refs\remotes\origin\HEAD,0,0,0,0,0,0,0,0
